Rank,Player,Team,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
31,"Addae, Jahleel",LAC,DB,69.,11.,0.6,9.9,2.1,0.,0.,0.2,0.,0.,89.1
32,"Cravens, Su'a",WAS,DB,62.,21.3,1.,8.9,1.7,2.3,0.7,0.,0.,5.1,88.9
33,"Johnson, Trumaine",LAR,DB,64.2,12.9,0.4,11.4,2.8,0.3,0.3,0.2,0.,0.,88.6
34,"Jones, Byron",DAL,DB,67.,17.1,0.2,8.7,1.5,0.6,0.,0.,0.,0.,88.2
35,"Chancellor, Kam",SEA,DB,58.,32.5,0.,8.2,2.5,0.6,0.,0.,0.,0.,88.2
36,"Peters, Marcus",KCC,DB,52.,10.6,0.4,17.4,3.8,2.4,2.4,0.1,0.,0.4,87.5
37,"Jenkins, Janoris",NYG,DB,54.,7.9,1.3,19.3,3.8,1.2,0.,0.,1.8,0.,87.3
38,"Maye, Marcus",NYJ,DB,63.,22.3,0.2,6.9,2.,1.2,0.,0.,0.,0.,86.4
39,"Demps, Quintin",CHI,DB,57.,13.7,0.,11.8,4.9,0.8,0.,0.2,11.4,0.,86.3
40,"Bradberry, James",CAR,DB,60.,23.7,0.,10.6,2.,0.,0.,0.,0.,0.,86.3
41,"Heath, Jeff",DAL,DB,54.,9.9,1.9,12.5,5.8,1.,0.3,0.,0.,0.,86.3
42,"Ward, T.J.",TBB,DB,59.3,18.1,0.2,11.3,1.8,1.4,1.4,0.2,0.3,0.,86.2
43,"Ryan, Logan",TEN,DB,62.,15.,1.,11.5,1.9,0.5,0.,0.,0.,0.,86.2
44,"Dillon, K.J.",FA,DB,60.,8.7,0.,12.6,3.4,1.,0.7,0.1,0.,0.,85.6
45,"McCourty, Devin",NEP,DB,63.,19.2,0.8,6.6,2.,0.6,0.6,0.,0.,5.5,85.3
46,"Bell, Vonn",NOR,DB,60.,29.1,1.3,6.3,0.4,1.3,0.9,0.,0.,0.,85.2
47,"Verrett, Jason",LAC,DB,62.9,7.8,0.,9.5,4.1,0.,0.,0.,0.,0.,84.5
48,"Butler, Malcolm",NEP,DB,53.5,15.9,0.7,13.2,3.1,0.7,0.7,0.,0.7,0.,83.
49,"Branch, Tyvon",ARZ,DB,62.5,9.,1.1,9.9,2.4,0.,0.,0.1,16.9,9.8,82.9
50,"Grimes, Brent",TBB,DB,51.1,6.6,0.,19.6,3.6,1.6,0.,0.2,17.7,0.,82.7
51,"Weddle, Eric",BAL,DB,50.,29.3,0.1,11.4,2.8,0.8,0.,0.,0.,1.9,82.7
52,"Maxwell, Byron",MIA,DB,53.,14.2,0.,12.6,3.2,3.5,0.,0.,0.,0.4,82.5
53,"Conte, Chris",TBB,DB,62.7,15.,0.,6.2,2.6,0.,0.,0.2,17.7,0.,81.7
54,"Quin, Glover",DET,DB,60.9,19.9,0.7,4.4,1.8,0.8,0.,0.,0.,0.,80.6
55,"Hayward, Casey",LAC,DB,48.8,7.2,0.,15.6,6.3,0.,0.,0.2,0.5,0.,80.5
56,"Cooper, Marcus",CHI,DB,64.2,5.7,0.8,8.5,1.4,0.5,0.,0.,0.,0.,79.5
57,"Burns, Artie",PIT,DB,54.2,15.5,0.2,10.6,3.2,0.2,0.2,0.2,0.,0.,79.5
58,"Nelson, Reggie",OAK,DB,51.2,16.8,0.,12.9,3.3,0.,0.,0.,0.,0.,79.1
59,"Tartt, Jaquiski",SFO,DB,60.,17.9,1.5,6.1,0.8,0.6,0.,0.2,0.,0.,78.8
60,"Ward, Jimmie",SFO,DB,54.9,10.7,0.8,12.8,1.8,0.5,0.5,0.2,0.,0.,78.3
61,"Sorensen, Daniel",KCC,DB,55.3,9.3,0.5,9.3,2.4,2.1,1.5,0.2,0.,0.6,78.1
62,"Trufant, Desmond",ATL,DB,54.7,11.2,1.7,9.3,1.8,1.3,1.1,0.2,0.,0.,77.5
63,"Norman, Josh",WAS,DB,53.7,13.3,0.3,12.1,1.2,1.7,0.4,0.,0.,4.6,77.3
64,"Smith, Derron",CIN,DB,60.1,16.5,0.,7.7,0.3,0.,0.,0.,32.,47.8,76.7
65,"Iloka, George",CIN,DB,51.4,23.4,0.2,7.7,2.7,0.2,0.,0.,12.1,4.4,76.6
66,"Butler, Darius",IND,DB,50.5,12.1,0.,13.5,2.8,0.9,0.,0.,0.,0.,76.5
67,"Darby, Ronald",PHI,DB,59.1,10.,0.3,11.4,0.3,0.,0.,0.,0.,0.,76.4
68,"Thompson, Darian",NYG,DB,54.8,13.,0.,11.4,1.3,0.6,0.6,0.2,0.,0.,76.4
69,"Rhodes, Xavier",MIN,DB,52.8,10.2,0.,10.5,3.5,0.7,0.,0.2,0.,0.,76.2
70,"Breeland, Bashaud",WAS,DB,51.6,12.4,0.5,9.9,2.7,2.1,0.5,0.,0.,20.,76.1
71,"Chung, Patrick",NEP,DB,48.2,38.8,0.6,5.9,0.5,0.7,0.,0.,5.9,0.,75.8
72,"King, Brandon",IND,DB,57.6,11.8,0.,9.,1.2,0.4,0.,0.2,0.,0.,75.4
73,"Howard, Xavien",MIA,DB,49.7,25.,0.,10.3,0.8,0.8,0.,0.,4.8,0.,74.8
74,"Boston, Tre",LAC,DB,50.,16.,1.6,10.7,2.2,0.,0.,0.,0.,0.,74.8
75,"Everett, Deshazor",WAS,DB,52.1,21.4,0.4,4.7,2.2,1.9,0.4,0.2,0.,0.,74.4
76,"Slay, Darius",DET,DB,49.6,9.,0.5,15.3,1.9,0.5,0.,0.,0.,0.,74.2
77,"Hal, Dre",HOU,DB,42.7,23.1,0.7,9.7,4.5,0.,0.,0.,0.,0.,73.7
78,"White, Tre'Davious",BUF,DB,52.4,11.4,0.4,11.9,1.6,0.,0.,0.,0.,0.,73.7
79,"Bethel, Justin",ARZ,DB,57.2,7.7,1.,9.2,1.1,0.,0.,0.2,0.,0.,73.6
80,"Worley, Daryl",CAR,DB,54.,19.6,0.7,7.2,0.9,0.,0.,0.,0.,0.,73.5
81,"Cockrell, Ross",NYG,DB,52.8,15.4,0.7,11.4,0.3,0.,0.,0.,0.,0.,73.1
82,"Robinson, Rashard",SFO,DB,53.,6.9,0.,13.1,1.6,0.3,0.,0.,0.,0.,73.
83,"Harris, Chris",DEN,DB,53.9,8.2,0.4,9.1,1.6,1.1,0.3,0.2,0.,0.,72.1
84,"Allen, Ricardo",ATL,DB,48.,23.7,0.,4.7,3.4,0.2,0.2,0.,0.,0.,71.7
85,"Alford, Robert",ATL,DB,46.,7.7,0.,17.7,2.,0.,0.,0.2,0.,0.,71.6
86,"Jackson, Kareem",HOU,DB,53.2,14.4,0.,6.,1.9,0.5,0.5,0.2,0.,0.,71.2
87,"Jones, Adam",CIN,DB,52.6,10.8,0.,8.6,1.8,0.7,0.2,0.,61.1,49.5,71.1
88,"Scandrick, Orlando",DAL,DB,48.6,10.5,3.6,9.4,1.,1.5,0.,0.,0.,0.,70.3
89,"Jones-Quartey, Harold",FA,DB,58.3,9.1,0.,3.4,1.5,0.8,0.,0.,0.,0.,70.
90,"Simmons, Justin",DEN,DB,49.8,9.2,0.,11.5,1.,1.,0.4,0.,0.,0.,69.4
91,"McDougald, Bradley",SEA,DB,54.3,16.5,0.,5.2,0.6,0.,0.,0.,0.,0.,68.8
92,"McKelvin, Leodis",FA,DB,40.1,13.5,0.,17.3,2.2,0.2,0.,0.2,8.,0.,68.8
93,"Poyer, Jordan",BUF,DB,51.1,16.2,0.,7.7,0.8,0.,0.,0.2,1.6,0.,68.5
94,"Mitchell, Mike",PIT,DB,43.7,23.9,0.7,6.6,1.3,1.,1.,0.,0.,0.,67.6
95,"Brown, Anthony",DAL,DB,45.4,17.9,0.8,8.2,1.5,0.6,0.4,0.,0.,0.,67.3
96,"Lowery, Dwight",FA,DB,52.7,10.,0.,6.7,0.7,0.7,0.7,0.2,0.,0.,67.2
97,"Randall, Damarious",GBP,DB,46.1,8.8,0.4,9.8,3.2,0.,0.,0.2,1.,0.,67.1
98,"Gilmore, Stephon",NEP,DB,48.9,14.2,0.,7.1,1.9,0.,0.,0.,0.,0.,66.8
99,"Rodgers-Cromartie, Dominique",NYG,DB,37.5,7.6,1.3,14.9,4.1,1.,0.,0.,0.,0.,66.7
100,"Joseph, Johnathan",HOU,DB,46.6,12.4,0.3,10.9,1.1,0.,0.,0.,0.,0.,66.2
101,"Gay, William",PIT,DB,47.1,17.6,1.1,7.2,0.5,0.6,0.2,0.,0.,0.,66.
102,"Hargreaves, Vernon",TBB,DB,53.6,7.4,0.,6.1,0.9,0.2,0.,0.,19.2,0.,65.4
103,"Bouye, A.J.",JAC,DB,46.9,12.1,0.5,10.8,0.5,0.,0.,0.,0.,0.,65.3
104,"Ramsey, Jalen",JAC,DB,47.4,10.,0.,9.8,1.2,0.7,0.,0.2,0.,0.,65.3
105,"Williams, Shawn",CIN,DB,47.9,15.2,0.6,4.4,2.,0.6,0.,0.,0.,0.,65.2
106,"Campbell, Ibraheim",CLE,DB,48.6,21.5,0.7,3.,0.7,0.,0.,0.2,0.7,0.,64.5
107,"Johnson, Dontae",SFO,DB,46.5,8.8,0.,10.7,1.4,0.,0.,0.2,0.,0.,64.4
108,"Webb, Lardarius",BAL,DB,49.,12.4,2.1,4.8,0.9,0.,0.,0.,2.6,6.9,63.8
109,"Poole, Brian",ATL,DB,45.7,12.9,0.9,8.8,0.9,0.,0.,0.,0.,0.,63.7
110,"Woods, Xavier",DAL,DB,44.,22.3,0.,7.8,0.,0.6,0.,0.,0.,0.,63.6
111,"Alexander, Maurice",LAR,DB,48.5,11.8,0.4,4.8,1.6,0.4,0.,0.,0.,0.,63.2
112,"Sendejo, Andrew",MIN,DB,44.3,18.3,0.5,4.7,1.8,0.1,0.1,0.,0.,0.,62.6
113,"Crawley, Ken",NOR,DB,47.6,6.2,0.,8.4,0.3,1.3,1.3,0.,0.,0.,62.3
114,"Wilson, Tavon",DET,DB,51.4,12.5,1.3,1.1,0.9,0.,0.,0.2,0.,0.,61.8
115,"Gunter, Ladarius",GBP,DB,45.9,3.4,0.,13.1,0.,0.8,0.,0.,0.,0.,61.6
116,"Thomas, Earl",SEA,DB,34.4,28.2,0.,8.6,1.6,0.4,0.4,0.2,0.,0.,61.1
117,"Newman, Terence",MIN,DB,46.4,6.7,0.,8.4,1.2,0.5,0.,0.,0.,0.,61.1
118,"Kirkpatrick, Dre",CIN,DB,40.2,12.1,0.,10.6,2.1,0.,0.,0.,0.,0.,61.
119,"Taylor, Jamar",CLE,DB,43.8,8.7,0.,9.2,1.7,0.,0.,0.,0.,0.,60.7
120,"Apple, Eli",NYG,DB,43.,7.5,0.2,8.7,1.5,1.1,0.5,0.,0.,0.,60.2
121,"Haden, Joe",PIT,DB,41.2,16.5,0.,8.8,0.6,0.,0.,0.,3.1,0.,59.5
122,"Allen, Nate",MIA,DB,38.9,23.,0.8,5.5,1.2,0.4,0.,0.,0.,0.,59.5
123,"Mills, Jalen",PHI,DB,46.,10.6,0.,7.6,0.3,0.,0.,0.,0.,0.,59.4
124,"Melvin, Rashaan",IND,DB,44.7,14.8,0.,6.4,0.,0.9,0.,0.,0.,0.,59.4
125,"Kindred, Derrick",CLE,DB,43.4,17.6,0.3,6.5,0.,0.,0.,0.,2.8,0.,59.1
126,"Lattimore, Marshon",NOR,DB,42.7,8.5,0.9,8.9,0.7,0.3,0.3,0.,0.,0.,58.9
127,"Skrine, Buster",NYJ,DB,43.6,9.4,1.3,7.6,0.7,0.,0.,0.,0.,0.,58.7
128,"Joyner, Lamarcus",LAR,DB,43.4,14.3,0.5,5.3,0.8,0.5,0.,0.,0.,0.,58.5
129,"Parker, Ron",KCC,DB,40.,9.1,0.,8.7,2.,1.,0.3,0.2,0.,0.,58.5
130,"Roby, Bradley",DEN,DB,36.8,9.3,0.2,11.7,1.9,1.3,0.,0.2,0.3,0.,58.4
131,"Carr, Brandon",BAL,DB,41.1,10.,0.4,7.4,1.8,0.,0.,0.,0.,0.,57.4
132,"Amerson, David",OAK,DB,39.9,4.6,0.,11.4,1.7,0.,0.,0.2,0.,0.,57.1
133,"Amukamara, Prince",CHI,DB,46.4,3.8,0.,6.9,0.9,0.,0.,0.,0.,0.,57.
134,"Byard, Kevin",TEN,DB,44.,12.1,0.6,4.7,0.5,0.3,0.3,0.,0.,0.,56.9
135,"Evans, Justin",TBB,DB,44.,7.2,0.,7.4,0.,1.,0.7,0.,0.,0.,56.6
136,"McCourty, Jason ",CLE,DB,44.,5.1,0.3,6.4,1.5,0.,0.,0.,0.,0.,56.2
137,"LeBlanc, Cre'von",CHI,DB,45.4,4.4,0.,6.1,1.1,0.,0.,0.2,64.,0.,55.9
138,"Rollins, Quinten",GBP,DB,47.7,1.5,0.,6.4,0.2,0.,0.,0.,0.,0.,55.3
139,"Carroll, Nolan",DAL,DB,37.3,15.4,0.,7.5,0.5,1.3,0.,0.,0.,0.,54.9
140,"Peterson, Patrick",ARZ,DB,42.1,4.7,0.,6.2,2.1,0.,0.,0.,49.4,6.3,54.9
141,"Amos, Adrian",CHI,DB,45.4,8.6,0.,3.4,0.,0.9,0.9,0.,0.,0.,54.8
142,"Davis, Vontae",IND,DB,35.6,5.9,0.,12.2,1.8,0.,0.,0.,0.,0.,54.4
143,"Sherman, Richard",SEA,DB,32.2,16.6,0.,10.3,1.8,0.,0.,0.,3.8,0.,54.4
144,"Geathers, Clayton",IND,DB,40.,9.7,0.1,4.6,1.3,1.2,0.5,0.,0.,0.,53.8
145,"Gaines, Phillip",KCC,DB,41.1,3.4,0.,7.5,0.8,1.,0.6,0.,0.,0.,53.4
146,"Lawson, Nevin",DET,DB,39.1,11.1,0.,7.8,0.3,0.,0.,0.,0.,0.,53.
147,"Mitchell, Terrance",KCC,DB,39.1,7.,0.9,8.,0.5,0.5,0.,0.,0.,0.,52.9
148,"Hall, DeAngelo",WAS,DB,39.7,13.1,0.,2.3,1.3,0.8,0.8,0.1,0.,13.8,52.7
149,"Johnson, Kevin",HOU,DB,39.8,8.8,0.,6.1,0.8,0.,0.,0.,0.,0.,51.9
150,"Gaines, E.J.",BUF,DB,39.8,9.9,0.,5.1,0.,0.9,0.9,0.2,0.,0.,51.7
151,"Boddy-Calhoun, Briean",CLE,DB,36.,6.9,0.9,7.7,1.6,0.,0.,0.2,0.3,0.,51.3
152,"Claiborne, Morris",NYJ,DB,34.8,11.8,0.4,7.4,0.9,0.4,0.,0.,0.,0.,50.8
153,"Williams, Brandon",ARZ,DB,40.2,4.7,1.1,4.9,0.7,0.3,0.3,0.,14.5,0.,50.6
154,"Waynes, Trae",MIN,DB,28.6,8.,0.2,11.5,3.,0.,0.,0.,0.,0.,50.2
155,"Fuller, Kendall",WAS,DB,38.1,11.,0.3,3.4,1.3,0.,0.,0.,0.,0.,49.9
156,"Fuller, Kyle",CHI,DB,36.3,6.1,0.,6.1,2.2,0.,0.,0.,15.9,0.,49.8
157,"Smith, Jimmy",BAL,DB,37.8,7.8,0.,7.2,0.4,0.,0.,0.,0.,0.,49.8
158,"Pryor, Calvin",FA,DB,38.1,13.3,0.3,3.6,0.,1.,0.,0.,0.,7.5,49.8
159,"Mager, Craig",FA,DB,32.7,11.6,0.,7.4,1.9,0.,0.,0.,1.7,0.,49.6
160,"Rowe, Eric",NEP,DB,34.8,9.,0.,7.8,1.,0.,0.,0.,0.,0.,49.1
161,"Shead, Deshawn",SEA,DB,28.4,15.6,0.,9.9,0.8,0.9,0.3,0.,0.,0.,48.9
162,"Jones, Josh",GBP,DB,42.9,4.5,0.,3.1,0.,0.5,0.,0.,16.6,44.,48.7
163,"Wreh-Wilson, Blidi",ATL,DB,28.3,13.5,0.,9.5,1.6,0.5,0.4,0.,0.,0.,48.7
164,"Jackson, Adoree",TEN,DB,37.3,11.4,0.4,3.4,0.9,0.,0.,0.,5.7,0.,48.6
165,"Gilchrist, Marcus",HOU,DB,35.6,15.8,0.,2.8,0.6,0.9,0.,0.,0.,0.,48.2
166,"Adams, Andrew",NYG,DB,34.9,13.2,0.6,4.6,0.5,0.3,0.,0.,0.,0.,47.9
167,"Bush, Rafael",NOR,DB,34.8,13.1,0.4,4.3,0.5,0.,0.,0.,0.7,0.,47.1
168,"Seymour, Kevon",CAR,DB,30.3,11.2,0.,7.6,1.4,0.4,0.,0.,0.,0.,46.8
169,"Talib, Aqib",DEN,DB,30.7,4.9,0.,10.7,1.4,0.2,0.,0.2,0.,0.,46.8
170,"Smith, Sean",OAK,DB,31.3,6.5,0.,9.7,1.2,0.,0.,0.,2.6,0.,46.6
171,"Moore, Corey",HOU,DB,29.7,8.6,0.,7.5,2.,0.7,0.,0.,0.,0.,46.1
172,"Lane, Jeremy",SEA,DB,32.7,10.9,0.,6.2,0.7,0.,0.,0.,0.,0.,45.7
173,"Williams, Marcus",NYJ,DB,27.9,5.5,1.6,6.8,2.4,1.2,0.5,0.,0.,62.9,45.5
174,"Wright, Shareece",BUF,DB,33.7,10.4,0.,6.,0.,0.,0.,0.2,0.,0.,44.9
175,"Killebrew, Miles",DET,DB,35.,5.,0.,4.7,1.3,0.,0.,0.,0.,0.,44.9
176,"Miller, Harlan",FA,DB,30.9,6.3,1.1,5.7,1.4,0.8,0.4,0.2,39.6,0.,44.7
177,"Williams, P.J.",NOR,DB,32.1,10.,0.,7.5,0.,0.,0.,0.,1.2,0.,44.6
178,"Davis, Cody",LAR,DB,28.2,14.4,0.4,6.,1.,0.4,0.4,0.,0.,0.,44.5
179,"Reynolds, Ed",CLE,DB,34.7,12.3,0.9,1.9,0.4,0.,0.,0.,0.2,0.,44.3
180,"Brock, Tramaine",MIN,DB,29.1,11.8,0.,7.4,0.7,0.4,0.,0.,2.8,0.,44.3
181,"Searcy, Da'Norris",TEN,DB,31.9,7.3,0.,4.6,1.5,0.,0.,0.,0.,0.,43.1
182,"Shaw, Josh",CIN,DB,27.,13.7,0.,5.8,1.7,0.,0.,0.,0.,0.,43.1
183,"Wilcox, J.J.",PIT,DB,31.1,8.1,0.,6.2,0.2,0.9,0.3,0.,0.,0.,43.
184,"Gipson, Tashaun",JAC,DB,33.2,9.4,0.,3.8,0.7,0.,0.,0.2,0.,0.,43.
185,"Thomas, Michael",MIA,DB,29.5,14.6,0.9,2.5,0.9,1.1,0.,0.,0.,0.,43.
186,"Williams, K'Waun",SFO,DB,35.6,4.3,0.,3.9,0.,1.,0.4,0.,0.,0.,43.
187,"McCain, Brice",TEN,DB,27.1,8.2,0.,9.7,1.,0.,0.,0.,0.,0.,42.9
188,"Callahan, Bryce",CHI,DB,35.1,2.1,0.8,5.7,0.,0.,0.,0.,40.2,0.,42.7
189,"Williams, Marcus",NOR,DB,31.6,10.3,0.,5.4,0.,0.,0.,0.,1.2,0.,42.2
190,"Flowers, Brandon",FA,DB,28.7,6.6,0.,6.2,1.8,0.,0.,0.2,0.,5.,41.8
191,"Jackson, Eddie",CHI,DB,33.1,4.8,0.4,3.8,0.8,0.3,0.3,0.,0.,0.,41.8
192,"Williams, Trevor",LAC,DB,29.5,9.3,0.4,5.6,0.6,0.,0.,0.,0.,8.2,41.4
193,"Golden, Robert",PIT,DB,30.1,13.1,0.4,3.9,0.,0.,0.,0.,0.,0.,41.
194,"Moreau, Fabian",WAS,DB,30.3,10.6,0.,2.,1.7,0.,0.,0.,0.,17.2,41.
195,"Colvin, Aaron",JAC,DB,33.6,7.5,1.6,2.,0.,0.,0.,0.,0.,0.,40.9
196,"Burris, Juston",NYJ,DB,28.2,6.7,0.3,7.,0.9,0.,0.,0.,0.,0.,40.7
197,"Lewis, Kendrick",FA,DB,26.6,15.7,0.5,4.6,0.,0.7,0.,0.,0.,0.,40.2
198,"Hayden, D.J.",DET,DB,32.8,6.1,0.,3.8,0.,0.5,0.,0.,0.,0.,40.2
199,"Dennard, Darqueze",CIN,DB,30.,13.2,0.,3.4,0.,0.,0.,0.,1.3,0.,40.
200,"Witherspoon, Ahkello",SFO,DB,31.2,3.6,0.,4.3,0.4,1.,0.,0.,0.,0.,39.2
201,"Munnerlyn, Captain",CAR,DB,27.6,15.4,0.4,2.8,0.,0.5,0.,0.,0.,0.,39.
202,"Wilson, Quincy",IND,DB,28.2,11.3,0.,4.3,0.4,0.,0.,0.,0.,0.,38.9
203,"Hooker, Malik",IND,DB,28.2,11.3,0.,4.3,0.4,0.,0.,0.,0.,0.,38.9
204,"Sherels, Marcus",MIN,DB,26.6,11.5,0.2,4.4,0.,0.,0.,0.,11.7,0.,36.9
205,"Robey, Nickell",LAR,DB,30.,5.8,0.,2.9,0.,0.5,0.5,0.2,0.,0.,36.8
206,"Williams, Tramon",ARZ,DB,26.8,6.2,0.4,4.8,0.7,0.,0.,0.,8.4,0.,36.7
207,"Jones, Colin",CAR,DB,25.3,16.,0.4,2.1,0.,0.4,0.,0.,0.,0.,36.3
208,"Blanton, Robert",FA,DB,30.,10.,0.,1.1,0.,0.,0.,0.,0.,11.5,36.1
209,"Green, T.J.",IND,DB,27.5,9.1,0.,3.1,0.3,0.,0.,0.,0.,0.,35.6
210,"Arrington, Kyle",BAL,DB,23.5,10.8,0.6,4.7,0.,1.,0.,0.,0.,0.,35.2
211,"Aikens, Walt",MIA,DB,24.,12.3,0.,4.5,0.,0.,0.,0.,0.,0.,34.6
212,"Wilson, Jimmy",CIN,DB,21.,9.6,0.6,5.5,1.3,0.,0.,0.,1.1,0.,34.6
213,"Howard, Tracy",FA,DB,27.4,7.5,0.6,1.9,0.3,0.,0.,0.,0.3,37.7,34.2
214,"Humphrey, Marlon",BAL,DB,22.2,11.1,0.6,4.4,0.,0.5,0.,0.,0.,0.,33.3
215,"Robinson, Patrick",PHI,DB,19.6,12.2,0.,3.8,0.9,1.3,0.,0.,0.,0.,32.6
216,"Kazee, Damontae",ATL,DB,21.3,8.9,0.4,5.4,0.3,0.,0.,0.,0.,0.,32.1
217,"Williams, Aaron",FA,DB,23.,6.7,0.,5.1,0.,0.,0.,0.2,6.5,0.,31.4
218,"Collins, Jalen",ATL,DB,20.,3.8,0.2,6.3,1.,0.4,0.4,0.,0.,0.,31.2
219,"McDonald, T.J.",MIA,DB,20.6,9.2,0.3,2.5,0.8,0.,0.,0.,0.,0.,29.7
220,"Jackson, William",CIN,DB,17.,8.1,0.,5.7,1.5,0.,0.,0.,0.9,0.,29.6
221,"Sims, LeShaun",TEN,DB,23.4,4.6,0.,2.4,0.7,0.,0.,0.,0.,0.,29.5
222,"House, Davon",GBP,DB,21.3,3.6,0.,5.3,0.,0.,0.,0.,27.1,0.,28.4
223,"Keo, Shiloh",FA,DB,18.6,5.8,0.,3.8,0.5,0.,0.,0.,3.6,0.,26.2
224,"Johnson, Leonard",BUF,DB,20.9,6.6,0.,1.8,0.,0.,0.,0.2,0.,0.,26.
225,"Allen, Antonio",FA,DB,18.9,5.2,0.,3.8,0.,0.,0.,0.,0.,0.,25.3
226,"Stuckey, Darrell",FA,DB,16.2,5.2,1.1,3.4,0.5,0.,0.,0.,0.,5.2,24.3
227,"Toler, Greg",FA,DB,19.5,3.3,0.,2.8,0.,0.,0.,0.,0.,0.,24.
228,"Desir, Pierre",FA,DB,16.3,9.4,0.,1.4,0.,0.,0.,0.,0.,0.,22.5
229,"Robinson, Josh",TBB,DB,16.7,2.3,0.,3.4,0.,0.5,0.4,0.,0.,0.,22.
230,"McFadden, Leon",DAL,DB,14.6,7.2,0.7,1.6,0.,0.3,0.,0.,0.,0.,20.7
231,"Webster, Kayvon",LAR,DB,12.9,4.8,0.3,2.1,0.3,0.3,0.,0.,0.,0.,18.5
232,"Gratz, Dwayne",FA,DB,11.1,7.7,0.,1.8,0.1,0.1,0.1,0.2,0.,0.,17.2
233,"Banks, Jonthan",FA,DB,11.4,2.8,0.,2.1,0.9,0.,0.,0.,10.3,0.,16.6
234,"McGill, Keith",OAK,DB,11.2,4.9,0.2,1.4,0.,0.,0.,0.,11.5,0.,15.3
235,"Powell, Tyvis",FA,DB,12.8,2.2,0.3,0.3,0.,0.,0.,0.,0.,0.,14.6
