Rank,Player,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
48,"O'Shaughnessy, James",JAC,TE,40.6,5.2,26.8,246.0,1.3,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.1,0.0,0.0,0.0,3.0,0.0,4.4,59.3
49,"Heuerman, Jeff",FA,TE,30.2,7.6,18.0,148.0,2.0,1.9,0.1,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,45.0
50,"Moreau, Foster",LVR,TE,16.7,4.9,12.9,103.0,3.4,2.6,0.8,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.3,43.4
51,"Alie-Cox, Mo",IND,TE,32.2,5.0,19.3,226.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.9,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.8,3.0,41.8
52,"Lewis, Marcedes",GBP,TE,22.1,2.4,15.4,163.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,38.4
53,"Hill, Josh",NOS,TE,25.3,6.0,16.2,133.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.2
54,"Burton, Trey",IND,TE,35.5,4.9,20.3,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.7,2.9,38.0
55,"O'Leary, Nick",LVR,TE,19.1,3.7,14.1,118.0,1.7,1.1,0.6,0.0,0.0,0.0,0.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.7,35.8
56,"Vannett, Nick",DEN,TE,20.9,3.4,15.0,136.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,33.7
57,"Smythe, Durham",MIA,TE,29.0,2.3,16.4,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,1.0,0.0,0.0,17.0,0.0,0.3,31.4
58,"Thomas, Logan",WAS,TE,33.3,5.6,15.9,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.9,30.6
59,"Harris, Demetrius",CHI,TE,22.9,6.8,10.0,97.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.9,30.1
60,"Pruitt, MyCole",TEN,TE,12.4,1.2,11.4,130.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.9,29.9
61,"Sample, Drew",CIN,TE,27.3,3.4,14.8,137.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1,29.0
62,"James, Jesse",DET,TE,25.8,0.8,14.7,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.2,28.4
63,"Carrier, Derek",LVR,TE,19.0,2.4,11.4,105.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,7.0,0.0,0.0,0.0,0.0,0.3,24.2
64,"Kroft, Tyler",BUF,TE,19.0,2.3,9.9,93.0,0.8,0.0,0.7,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,23.8
65,"Green, Virgil",LAC,TE,15.4,4.1,9.1,83.0,1.1,0.4,0.7,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.5,2.7,22.9
