Player,Team,Rush Att,Rush Yds,Rush Tds,Rec,Rec Yds,Rec Tds,FL,FPts
Jay Ajayi,MIA,246.1,1130.8,9,45.2,318.4,,,199.4
Jay Prosch,HOU,2.6,11.9,0.1,5,41.4,0,0,7
Jeremy Hill,CIN,125.4,526.7,3.5,18.7,144.3,,,90.1
Jeremy Langford,CHI,46.1,177.8,0.5,15.4,119.1,0,,35.7
Jeremy McNichols,TB,,,,6,,,,
Jerick McKinnon,MIN,48.3,192.9,0.5,31.7,217.7,,,48.4
Joe Banyard,BUF,13.6,44.3,0.2,6.3,39.7,0,0,9.7
Joe Kerridge,GB,4.4,14.7,0.1,2.8,16.6,0,0,3.9
Joe Mixon,CIN,156.4,596.1,5.6,48,377.5,,,139.7
Joe Williams,SF,38.3,150.5,0.7,22.7,180.1,,,38.8
John Kuhn,NO,6.3,27.1,0.7,3.2,20.5,,0,9.9
Jonathan Stewart,CAR,163.6,664.3,4.5,12.3,92,,,101.3
Jonathan Williams,BUF,87.95,264.5,0.9,9.2,58,,,36.4
Jordan Howard,CHI,271.5,1220.6,6.6,40.5,362.1,,,200.7
Josh Ferguson,IND,15.7,53.1,0.1,7.2,52.9,0,,12.6
Juwan Thompson,DEN,8.7,31.6,0.2,2.2,13.8,0,,5.8
Ka'Deem Carey,CHI,11.7,44.3,0.3,1.8,20.8,0,,8.5
Kapri Bibbs,SF,7.75,35.6,0.3,4.3,41.6,,,10.5
Kareem Hunt,KC,198.9,809.5,5.1,40.5,346.5,1,,151.8
Keith Smith,DAL,6.4,27.1,0.3,2.4,16.3,0,0,6.2
Kenjon Barner,LAC,7.6,34.7,0.2,4.8,35.9,,,9.3
Kenneth Farrow,LAC,26.6,92.2,0.7,7.4,51.4,0,,18.1
Kenyan Drake,MIA,22,103.1,0.8,8.2,60.8,,,22.7
Kerwynn Williams,ARI,21.8,93.5,0.8,4.9,29.2,,,17
Khalfani Muhammad,TEN,,,,,,,,
Knile Davis,PIT,5.1,13.9,0,7.4,49.6,0,,7
Kyle Juszczyk,SF,8.9,40.8,0.3,4.7,33.9,1,0,9.2
Lamar Miller,HOU,272.4,1095.9,6.1,37.8,296.1,,,179.3
Lance Dunbar,LAR,,,,,,,,
Latavius Murray,MIN,148.1,639.6,3.8,20.6,135.2,,,101.2
LeGarrette Blount,PHI,166.4,680.7,4.8,11.4,64,,,103.8
Leonard Fournette,JAC,207.4,895.1,6.3,30.2,221.1,,,151.6
LeSean McCoy,BUF,259.5,1261.9,9.8,43.9,352.2,,,227.2
Le'Veon Bell,PIT,295.3,1389.7,10,85,712.9,,,288.7
Lorenzo Taliaferro,BAL,19.4,63.8,0.4,6.3,33.4,0,,12.2
Mack Brown,WAS,7.9,33,0.5,2.5,16.7,0,,7.9
Malcolm Brown,LAR,,,,,,,,
Mark Ingram,NO,138,681.3,5.1,33.7,291.7,,,135.4
Marlon Mack,IND,66.7,268.5,2.1,24.4,191.3,,,60.3
Marshawn Lynch,OAK,174.4,703.3,5.4,36.8,296.6,,,137.5
Matt Asiata,DET,28.8,109.8,0.8,11.3,85.6,0,,25.1
Matt Forte,NYJ,157.9,700.3,3.8,28.45,213.6,,,114.6
Matt Jones,WAS,6.7,27.9,0,2,22.8,0,0,6.1
Melvin Gordon,LAC,273.2,1118.1,9,48.6,404.3,,,214.1
Mike Davis,SEA,1.6,4.7,0,9.1,66.6,0,0,9.4
Mike Gillislee,NE,142.3,704.7,5.8,22.8,161.6,,,125.6
Mike Tolbert,BUF,8.8,31.5,0.2,2.9,22.3,,,6.7
Orleans Darkwa,NYG,7.2,32.6,0.1,4.1,30.1,,,7.9
Patrick DiMarco,BUF,11.6,43.6,0.15,6.2,42.9,,0,10.7
Paul Perkins,NYG,195.5,816.4,3.2,23.9,184.6,,,120.8
Peyton Barber,TB,10.4,41.1,0.2,3.1,20.6,0,,7
Raheem Mostert,SF,5.8,24.7,0.2,3.2,21,0,,6.2
Rex Burkhead,NE,58.1,273.7,1.5,13.8,117.4,,,52.9
Robert Kelley,WAS,163.5,671.5,5.4,17.6,134.9,,,115.1
Robert Turbin,IND,38.3,180.8,1.5,13.6,104.9,,,40.5
Rod Smith,DAL,3.2,10.7,0,2.7,16.6,0,0,3.9
Ronnie Hillman,DAL,17.2,63.3,0.4,5.3,38.9,0,0,12.5
Roosevelt Nix,PIT,3.1,10.5,0.1,2.4,14.6,0,0,2.8
Ryan Hewitt,CIN,3.9,10.8,0.1,1.7,12.8,0,0,3.8
Samaje Perine,WAS,144.3,517.6,4.5,15.5,113.5,,,94.1
Senorise Perry,MIA,8.4,35.7,0.3,5.5,42.1,0,0,9.3
Shane Vereen,NYG,69,283.2,1.7,42.3,299.8,,,68.3
Shaun Draughn,NYG,7.3,25.1,0.1,5.6,41.9,,,7.9
Storm Johnson,MIA,8.4,35.7,0.3,5.5,42.1,0,0,9.3
Tarik Cohen,CHI,,,,,,,,
Terrance West,BAL,152.6,587.1,3.9,30.2,235.8,,,107.1
Terrell Watson,PIT,8,33.9,0.2,3.2,21.3,0,0,7.4
Terron Ward,ATL,11.2,42,0.1,5.2,44.9,0,,10.5
Tevin Coleman,ATL,133.8,598.8,3.7,32,313.8,,,128
Theo Riddick,DET,96.6,406.2,2.9,52,435.9,,,114.4
Thomas Rawls,SEA,108.8,425.4,3.8,16.1,125.6,,,79.4
Tim Hightower,SF,62.2,268.6,1.2,16.3,139.3,,,52.1
T.J. Yeldon,JAC,76.1,275.8,1.3,24.1,181.6,,,56.1
Todd Gurley,LAR,271.2,1032.2,8.5,39.1,273.5,,,180
Travaris Cadet,NO,2.2,14.3,0.05,4.4,35.1,,,8.5
Tyler Ervin,HOU,6.5,24.5,0.2,3.3,21.5,0,0,5.3
Ty Montgomery,GB,156.3,721.7,5.4,41,332.2,,,145.9
Wayne Gallman,NYG,33.4,136.1,0.6,21.9,176.1,,,37.2
Wendell Smallwood,PHI,68.2,283.5,1.2,10.6,66.25,,,43.1
Zach Zenner,DET,37.3,141.3,1.2,16.3,127.6,0,,37.5
