Rank,Player,Team,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
45,"Bostic, Jon",PIT,LB,57.,32.4,5.2,2.,0.,1.4,0.6,0.,82.4
46,"Cunningham, Zach",HOU,LB,53.,36.4,3.3,5.5,0.,0.8,0.7,0.2,81.5
47,"McMillan, Raekwon",MIA,LB,62.,35.2,0.,0.9,0.4,0.,0.,0.,81.4
48,"Jones, Christian",DET,LB,61.,30.6,1.5,1.4,0.,0.7,0.7,0.,80.7
49,"Smith, Malcolm",SFO,LB,63.,22.7,0.4,1.8,0.2,1.4,0.5,0.,78.8
50,"Milano, Matt",BUF,LB,52.,38.,0.5,2.1,1.2,1.2,1.2,0.2,78.3
51,"Smith, Jaylon",DAL,LB,58.,30.5,1.1,1.8,0.,1.6,0.,0.,77.7
52,"Miller, Von",DEN,LB,55.,11.6,10.2,3.,0.,2.3,0.9,0.,77.2
53,"Moore, Skai",IND,LB,50.8,28.6,4.7,1.9,0.,2.5,1.4,0.,75.6
54,"White, Kyzir",LAC,LB,54.5,22.7,1.6,3.4,0.8,1.7,1.3,0.,75.3
55,"Davis, Thomas",CAR,LB,56.,28.6,1.9,1.1,0.5,0.1,0.1,0.1,74.6
56,"Campbell, De'Vondre",ATL,LB,54.,22.3,2.1,4.6,0.4,1.,0.1,0.1,73.8
57,"Thompson, Shaq",CAR,LB,56.,28.,1.7,1.4,0.,0.2,0.2,0.,73.5
58,"Houston, Justin",KCC,LB,54.,12.9,9.,3.6,0.,0.1,0.1,0.2,73.2
59,"Klein, A.J.",NOR,LB,52.2,26.8,1.9,4.6,0.,0.1,0.1,0.,72.4
60,"Davis, Todd",DEN,LB,54.,31.3,0.6,0.8,0.,0.1,0.1,0.,71.4
61,"Bynes, Josh",ARZ,LB,43.,17.7,6.3,4.8,1.8,3.5,0.4,0.,70.3
62,"Alexander, Lorenzo",BUF,LB,52.5,14.6,4.3,2.9,0.5,1.7,0.,0.,69.9
63,"Smith, Roquan",CHI,LB,49.9,16.,5.2,2.8,0.4,2.2,0.8,0.,69.7
64,"Goodson, B.J.",NYG,LB,47.,25.5,2.5,4.5,0.,1.9,0.6,0.,69.2
65,"Young, Kenny",BAL,LB,48.8,15.2,4.9,2.9,0.9,2.9,0.3,0.,69.1
66,"Brown, Jayon",TEN,LB,50.4,24.2,2.5,2.1,0.,0.8,0.8,0.,68.7
67,"Matthews, Clay",GBP,LB,40.,28.6,8.7,2.1,0.,1.6,0.9,0.,67.5
68,"Brown, Jatavis",LAC,LB,52.5,19.7,0.6,0.8,0.,0.,0.,0.,63.8
69,"Hightower, Dont'a",NEP,LB,45.,22.5,4.9,1.,0.,1.,0.3,0.,63.5
70,"Reddick, Haason",ARZ,LB,45.,17.7,4.7,1.1,0.,2.3,0.,0.,62.1
71,"Johnson, Derrick",OAK,LB,43.,14.5,3.9,3.4,0.,1.3,0.4,0.,59.3
72,"Kerrigan, Ryan",WAS,LB,33.3,12.8,12.7,2.4,0.6,2.1,0.,0.2,58.
73,"Rey, Vincent",CIN,LB,39.7,24.8,0.3,3.5,0.9,0.,0.,0.,57.6
74,"Robertson, Craig",NOR,LB,40.,19.8,0.9,3.5,1.3,0.3,0.3,0.,57.4
75,"Humber, Ramon",BUF,LB,42.3,24.3,0.7,1.4,0.,0.7,0.,0.,57.2
76,"Onwuasor, Patrick",BAL,LB,42.9,15.2,1.6,2.,0.3,0.7,0.1,0.,55.4
77,"Suggs, Terrell",BAL,LB,33.7,9.8,9.5,3.9,0.,3.2,0.,0.,55.2
78,"Roberts, Elandon",NEP,LB,39.6,24.7,1.9,1.,0.,0.,0.,0.,54.9
79,"Pullard, Hayes",LAC,LB,39.4,22.7,0.3,1.8,0.7,0.,0.,0.,54.1
80,"Vernon, Olivier",NYG,LB,39.,26.8,0.6,1.1,0.,0.,0.,0.,54.
81,"Barr, Anthony",MIN,LB,36.,23.1,0.9,3.5,0.7,0.4,0.4,0.,54.
82,"Burks, Oren",GBP,LB,40.,12.6,3.8,2.1,0.,0.6,0.4,0.,53.
83,"Smith, Preston",WAS,LB,28.4,12.8,6.9,4.4,2.5,0.8,0.8,0.,52.8
84,"Te'o, Manti",NOR,LB,39.1,18.9,0.9,2.5,0.,0.,0.,0.,51.9
85,"Vigil, Nick",CIN,LB,32.5,23.8,2.,4.,0.7,0.,0.,0.,51.8
86,"Watt, T.J.",PIT,LB,32.3,11.5,4.8,5.9,0.2,1.3,0.,0.,50.4
87,"Morrison, Antonio",GBP,LB,37.,24.8,0.2,0.8,0.,0.,0.,0.,50.3
88,"Dupree, Alvin",PIT,LB,35.5,12.7,5.7,1.9,0.,0.3,0.3,0.,50.
89,"Jenkins, Jordan",NYJ,LB,30.9,18.3,3.7,2.9,0.,1.2,1.2,0.,49.
90,"Walker, Anthony",IND,LB,35.2,20.5,2.5,0.,0.,0.3,0.3,0.,48.6
91,"Clowney, Jadeveon",HOU,LB,28.,17.2,6.7,2.7,0.4,0.8,0.5,0.2,48.2
92,"Judon, Matt",BAL,LB,33.7,7.1,5.2,2.,0.,1.4,0.6,0.,46.5
93,"Anthony, Stephone",MIA,LB,36.3,14.3,0.3,0.,0.,0.,0.,0.,43.8
94,"Vigil, Zach",WAS,LB,30.5,19.2,1.1,2.5,0.,0.,0.,0.,43.7
95,"Burgess, James",CLE,LB,27.3,18.9,2.7,2.5,0.,0.7,0.,0.,42.7
96,"Coyle, Brock",SFO,LB,30.,19.3,0.5,0.9,0.2,0.7,0.,0.,42.
97,"Easley, Dominique",LAR,LB,30.1,7.,5.3,1.9,0.,0.4,0.4,0.,41.6
98,"Chubb, Bradley",DEN,LB,28.9,11.3,3.9,0.4,0.,1.2,1.1,0.2,41.2
99,"Perry, Nick",GBP,LB,25.3,14.2,6.4,1.,0.,0.5,0.5,0.,40.7
100,"Longacre, Matt",LAR,LB,26.9,11.7,3.,1.3,0.8,1.,1.,0.2,40.6
101,"Floyd, Leonard",CHI,LB,27.7,6.8,6.1,2.6,0.,0.2,0.2,0.,40.2
102,"Acho, Sam",CHI,LB,29.7,13.8,2.2,1.,0.,0.2,0.,0.,40.
103,"Mercilus, Whitney",HOU,LB,26.5,12.9,3.7,1.4,0.,0.9,0.9,0.,39.9
104,"Riley, Duke",ATL,LB,24.3,23.5,2.,1.1,0.,0.3,0.3,0.,39.9
105,"Orakpo, Brian",TEN,LB,24.9,9.5,6.7,2.4,0.,1.1,0.,0.,39.8
106,"Mingo, Barkevious",SEA,LB,27.,15.3,1.4,1.2,0.,1.2,1.2,0.,39.8
107,"Morrow, Nicholas",OAK,LB,28.2,13.9,0.,2.2,0.,0.,0.,0.,37.4
108,"Lamur, Emmanuel",OAK,LB,22.7,13.8,2.4,3.4,0.,0.9,0.5,0.,36.8
109,"Beckwith, Kendell",TBB,LB,29.3,8.5,0.6,1.,0.,0.6,0.2,0.,35.9
110,"Bullough, Riley",TBB,LB,26.8,11.4,0.6,1.2,0.4,0.7,0.,0.,35.8
111,"Emanuel, Kyle",LAC,LB,21.,15.8,1.1,2.,1.,0.,0.,0.,34.
112,"Lee, Marquel",OAK,LB,24.8,14.7,0.,1.8,0.,0.,0.,0.,33.9
113,"Armstrong, Ray-Ray",NYG,LB,22.5,12.3,0.,1.7,1.1,1.2,0.,0.,33.7
114,"Kennard, Devon",DET,LB,20.7,10.5,2.4,2.7,0.,0.5,0.5,0.,32.1
115,"Morgan, Derrick",TEN,LB,16.7,12.5,6.4,1.3,0.,0.,0.,0.,30.7
116,"Ebukam, Samson",LAR,LB,21.7,6.9,2.8,1.2,0.,0.8,0.,0.,29.8
117,"McPhee, Pernell",WAS,LB,21.9,2.8,2.4,3.6,0.,0.5,0.,0.,29.8
118,"Nzeocha, Mark",SFO,LB,24.4,5.3,2.1,0.5,0.,0.1,0.,0.,29.7
119,"Evans, Rashaan",TEN,LB,20.8,8.2,2.3,1.7,0.,0.,0.,0.,28.9
120,"Jacobs, Leon",JAC,LB,23.,6.5,0.6,2.,0.,0.,0.,0.,28.8
121,"Goode, Najee",IND,LB,19.,10.5,0.9,2.3,0.,0.6,0.4,0.,28.4
122,"Grugier-Hill, Kamu",PHI,LB,20.2,10.7,0.,0.6,0.,1.,0.4,0.,27.6
123,"Barrett, Shaq",DEN,LB,20.6,2.4,2.7,0.,0.,1.4,0.7,0.,26.5
124,"Ford, Dee",KCC,LB,17.3,8.9,1.5,1.2,0.,1.3,0.5,0.,26.2
125,"Harvey-Clemons, Josh",WAS,LB,17.,11.4,1.3,2.1,0.,0.,0.,0.,26.1
126,"Wilson, Damien",DAL,LB,17.9,11.9,0.6,1.4,0.,0.,0.,0.,25.9
127,"Martin, Josh",NYJ,LB,19.3,9.4,0.9,0.8,0.,0.,0.,0.,25.8
128,"Harold, Eli",SFO,LB,21.6,3.,1.9,0.,0.,0.,0.,0.,24.9
129,"Thomas, Chase",GBP,LB,17.6,9.2,1.1,1.4,0.,0.,0.,0.,24.8
130,"Smith, Za'Darius",BAL,LB,12.7,11.,2.7,1.6,0.2,0.6,0.3,0.,23.8
131,"Martin, Kareem",NYG,LB,15.1,6.3,0.8,1.5,0.7,0.8,0.3,0.,23.2
132,"Jewell, Josey",DEN,LB,14.1,12.5,1.3,0.5,0.,0.,0.,0.,22.2
133,"Reeves-Maybin, Jalen",DET,LB,18.9,2.7,0.1,1.,0.,0.8,0.,0.,22.1
134,"Anderson, Ryan",WAS,LB,14.1,9.3,0.8,0.8,0.,0.,0.,0.,20.4
135,"Hodges, Gerald",ARZ,LB,13.5,3.,1.6,2.,0.5,0.8,0.,0.,20.4
136,"Ray, Shane",DEN,LB,11.4,9.4,2.7,0.,0.,0.6,0.,0.,19.5
137,"Baker, Jerome",MIA,LB,13.4,9.2,0.,0.,0.,0.8,0.4,0.,19.2
138,"Compton, Will",TEN,LB,12.6,7.8,1.6,0.8,0.1,0.,0.,0.,19.
139,"Ishmael, Kemal",ATL,LB,12.2,6.6,1.,1.5,0.,0.,0.,0.,18.
140,"Smith, Terrance",KCC,LB,11.,6.3,1.4,1.5,0.2,0.,0.,0.,17.4
141,"Franklin, Zaire",IND,LB,10.9,9.1,0.6,0.6,0.,0.,0.,0.,16.7
142,"Wilson, Ramik",LAR,LB,13.8,3.8,0.,0.8,0.,0.,0.,0.2,16.5
143,"Matakevich, Tyler",PIT,LB,9.7,3.9,0.9,3.7,0.,0.,0.,0.,16.3
144,"Gedeon, Ben",MIN,LB,11.1,9.1,0.,0.3,0.,0.,0.,0.,15.9
145,"Glanton, Adarius",TBB,LB,10.9,4.8,0.2,0.8,0.,0.2,0.,0.,14.4
146,"Barwin, Connor",NYG,LB,10.,3.8,1.9,0.,0.,0.,0.,0.,13.8
147,"Bowser, Tyus",BAL,LB,6.,4.,1.9,2.5,0.4,0.,0.,0.,13.2
148,"Minter, Kevin",FA,LB,10.1,5.8,0.,0.,0.,0.,0.,0.,13.
149,"King, Brandon",NEP,LB,10.4,3.6,0.,0.6,0.,0.,0.,0.,12.8
150,"Vander Esch, Leighton",DAL,LB,9.6,5.3,0.4,0.,0.,0.,0.,0.,12.7
151,"Mayo, David",CAR,LB,7.3,7.4,0.3,0.7,0.,0.3,0.,0.,12.3
152,"Anzalone, Alex",NOR,LB,7.2,1.7,1.,1.,0.,0.,0.,0.,10.1
153,"Warner, Fred",SFO,LB,7.2,4.6,0.1,0.1,0.,0.,0.,0.,9.9
154,"Brown, Blair",JAC,LB,8.2,2.3,0.4,0.,0.,0.,0.,0.,9.8
155,"Lynch, Aaron",CHI,LB,6.5,2.3,0.8,0.8,0.,0.,0.,0.,9.2
156,"Nwosu, Uchenna",LAC,LB,5.4,1.9,0.7,0.3,0.,0.,0.,0.,7.3
157,"Walker, Joe",PHI,LB,2.9,3.5,0.,1.1,0.,0.,0.,0.,5.7
158,"Jefferson, Malik",CIN,LB,3.2,3.4,0.4,0.1,0.,0.,0.,0.,5.4
159,"Donahue, Dylan",FA,LB,3.6,2.7,0.2,0.2,0.,0.,0.,0.,5.3
160,"Griffin, Shaquem",SEA,LB,3.,0.9,0.,0.,0.,0.,0.,0.,3.6
161,"Watson, Dekoda",SFO,LB,2.9,1.,0.,0.,0.,0.,0.,0.,3.4
162,"Watts, Brandon",MIA,LB,2.6,1.6,0.,0.,0.,0.,0.,0.,3.4
163,"Brothers, Kentrell",MIN,LB,2.1,2.2,0.,0.,0.,0.,0.,0.,3.3
164,"Lynch, Cameron",TBB,LB,2.5,0.3,0.,0.,0.,0.,0.,0.,2.7
165,"Vallejo, Tanner",FA,LB,1.2,2.,0.,0.,0.,0.4,0.,0.,2.6
166,"Thomas, Joe",DAL,LB,0.8,1.9,0.3,0.4,0.,0.,0.,0.,2.4
167,"Nelson, Corey",FA,LB,0.7,0.2,0.,0.,0.,0.,0.,0.,0.8
168,"Gerry, Nate",PHI,LB,0.,0.2,0.,0.2,0.,0.,0.,0.,0.3
169,"Reynolds, LaRoy",PHI,LB,0.1,0.,0.,0.,0.,0.,0.,0.,0.2
170,"Dawson, Paul",FA,LB,0.1,0.,0.,0.,0.,0.,0.,0.,0.1
171,"Forrest, Josh",FA,LB,0.,0.1,0.,0.,0.,0.,0.,0.,0.1
