Rank,Player,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
136,"Pettis, Dante",SFO,WR,25.,0.5,11.7,121.9,0.,0.,0.,0.,0.,0.,0.,0.5,0.2,0.1,0.,0.,0.,24.1,0.,0.7,0.,10.8
137,"Shepard, Russell",NYG,WR,25.9,2.8,10.7,104.8,0.,0.,0.,0.,0.,0.,0.,0.4,0.2,0.1,0.,2.7,0.,40.,174.3,0.,0.9,10.7
138,"Peake, Charone",NYJ,WR,23.3,2.3,9.9,106.2,0.,0.,0.,0.,0.,0.,0.,0.4,0.2,0.1,0.,0.,0.,2.2,10.8,0.,1.9,10.6
139,"Hamilton, DaeSean",DEN,WR,31.9,4.1,13.6,108.1,0.,0.,0.,0.,0.,0.,0.,0.4,0.2,0.1,0.,1.9,0.,78.9,68.1,0.5,2.8,10.2
140,"Holton, Johnny",OAK,WR,12.,0.,4.7,94.6,0.5,0.,0.,0.,0.,0.5,0.,0.4,0.2,0.1,0.,1.1,0.,0.,0.,1.1,3.,10.1
141,"Pryor, Terrelle",NYJ,WR,19.,2.2,9.3,92.2,0.,0.,0.,0.,0.,0.,0.,0.4,0.2,0.1,0.,18.2,0.,2.,120.5,0.5,0.9,10.
142,"Malone, Josh",CIN,WR,21.9,2.2,10.3,81.7,0.2,0.,0.,0.2,0.,0.,0.,0.3,0.2,0.1,0.,4.6,0.,48.4,188.4,0.,0.5,9.7
143,"Clark, Michael",FA,WR,29.,2.9,9.3,92.3,0.,0.,0.,0.,0.,0.,0.,0.4,0.2,0.1,0.,2.5,0.,25.5,24.1,0.,1.2,9.6
144,"Rudolph, Travis",FA,WR,21.4,1.4,6.4,95.5,0.,0.,0.,0.,0.,0.,0.,0.4,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,9.5
145,"Core, Cody",CIN,WR,14.8,0.2,9.,91.4,0.,0.,0.,0.,0.,0.,0.,0.4,0.2,0.1,0.,0.,0.,6.4,26.9,0.,0.6,9.1
146,"Cooper, Pharoh",LAR,WR,19.7,2.2,10.4,85.6,0.,0.,0.,0.,0.,0.,0.,0.3,0.2,0.1,0.,3.2,0.,357.3,701.8,0.,2.4,8.9
147,"Samuel, Curtis",CAR,WR,23.3,1.6,10.9,72.3,0.,0.,0.,0.,0.,0.,0.,0.3,0.1,0.,0.,21.7,0.,18.3,92.3,0.9,0.,7.5
148,"Stewart, ArDarius",NYJ,WR,11.3,0.9,4.7,43.8,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,19.8,0.,0.,162.5,0.,0.9,6.4
149,"Aiken, Kamar",FA,WR,21.1,3.,6.7,63.5,0.,0.,0.,0.,0.,0.,0.,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,1.2,6.4
150,"Coley, Stacy",MIN,WR,15.4,1.8,7.2,61.5,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,1.6,0.,0.,25.5,0.,1.3,6.3
151,"Davis, Trevor",GBP,WR,9.3,1.6,4.6,43.5,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,10.5,0.,67.5,146.8,0.,0.7,5.4
152,"Thomas, Mike",LAR,WR,13.1,1.,6.4,68.3,0.,0.,0.,0.,0.,0.,0.,0.3,0.1,0.,0.,1.9,0.,89.4,316.3,1.1,1.3,4.8
153,"McEvoy, Tanner",MIA,WR,7.9,1.4,3.3,47.3,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.7,4.7
154,"McBride, Tre",FA,WR,9.2,0.,3.,44.5,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,4.4
155,"Wright, James",IND,WR,6.6,0.,4.6,44.4,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,4.4
156,"Chark, D.J.",JAC,WR,20.2,4.2,6.,51.1,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,2.,0.,140.8,19.7,0.5,1.6,4.3
157,"Golden, Brittan",ARZ,WR,8.2,0.2,5.1,62.9,0.2,0.2,0.,0.,0.,0.,0.,0.3,0.1,0.,0.,0.,0.,25.7,207.7,1.5,0.2,4.3
158,"Callaway, Antonio",CLE,WR,22.4,1.8,6.2,56.9,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,0.,0.,26.9,57.3,0.7,0.5,4.2
159,"Harris, Maurice",WAS,WR,6.2,0.3,3.,31.8,0.2,0.,0.,0.,0.2,0.,0.,0.1,0.1,0.,0.,0.,0.,0.,64.6,0.,1.4,4.2
160,"Coutee, Keke",HOU,WR,13.1,0.8,3.7,39.7,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,0.6,0.,0.,77.8,0.,0.4,4.
161,"Harris, Dwayne",OAK,WR,12.3,1.5,5.2,51.3,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,1.4,0.,26.1,130.,0.7,1.5,3.9
162,"Brown, Philly",FA,WR,11.,1.2,3.9,34.5,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,3.6,0.,10.7,16.2,0.,0.6,3.8
163,"Hansen, Chad",NEP,WR,8.5,0.9,4.1,37.6,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,3.8
164,"Tate, Brandon",FA,WR,5.,0.6,2.5,37.7,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,0.,0.,125.,307.,0.3,1.,3.3
165,"Darboh, Amara",NEP,WR,8.5,0.9,3.1,33.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.,0.,11.,0.,0.,0.,3.3
166,"Clay, Kaelin",NYG,WR,11.9,0.,2.9,38.8,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.,0.,9.7,0.,145.1,83.2,1.,0.,2.9
167,"Mickens, Jaydon",JAC,WR,3.7,1.1,1.6,20.3,0.4,0.2,0.2,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,236.7,27.,0.7,0.9,2.8
168,"Gibson, Shelton",PHI,WR,7.1,0.4,3.4,30.1,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.5,0.,0.,0.7,0.3,0.2,2.6
169,"Johnson, Marcus",IND,WR,9.1,0.,4.2,33.8,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.,0.,36.8,32.4,0.7,0.,2.1
170,"Switzer, Ryan",PIT,WR,4.1,0.6,3.,19.8,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,231.9,472.6,0.,0.,2.
171,"Wilson, Bobo",FA,WR,0.1,0.1,0.1,1.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,13.1,0.,0.,0.,0.,0.1,1.8
172,"Sharp, Hunter",NYG,WR,2.1,0.2,0.6,5.8,0.2,0.,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,84.3,50.9,0.,0.2,1.8
173,"Sherfield, Trent",ARZ,WR,14.7,1.2,2.,16.6,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,44.4,36.1,0.,0.4,1.7
174,"Bolden, Victor",SFO,WR,7.7,2.4,1.7,13.4,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,18.2,259.6,0.,1.4,1.3
175,"Grant, Janarion",BAL,WR,7.5,0.,1.7,11.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.8,0.,5.2,65.1,0.,0.,1.3
176,"Zylstra, Brandon",MIN,WR,12.7,1.1,1.6,14.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,-1.3,0.,0.,56.4,0.,0.,1.3
177,"Moore, David",SEA,WR,7.,1.7,1.1,12.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,0.,3.7,1.7,0.,1.,1.2
178,"McCarron, Riley",FA,WR,5.7,0.2,1.1,11.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,7.8,11.5,0.,0.2,1.1
179,"Coates, Sammie",HOU,WR,3.7,0.,1.4,10.8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,6.,59.8,0.,0.,1.1
180,"Hall, Marvin",ATL,WR,6.4,1.5,0.1,2.5,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,47.3,207.4,0.,1.5,1.
181,"Jones, Cayleb",FA,WR,8.6,0.7,1.,9.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.9,0.,0.,37.4,0.,0.,0.9
182,"Gage, Russell",ATL,WR,11.1,3.5,1.2,8.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,79.,214.,0.,2.6,0.9
183,"Treggs, Bryce",FA,WR,13.7,0.,1.7,26.2,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,8.3,0.,20.2,0.,1.3,0.,0.8
184,"Foster, Robert",BUF,WR,5.7,0.7,1.3,6.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,114.,365.5,0.,0.,0.6
185,"Roberts, Andre",NYJ,WR,2.6,0.,0.4,5.8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,130.,546.2,0.,0.,0.6
186,"Pascal, Zach",IND,WR,4.3,1.7,0.4,3.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,12.6,106.4,0.,0.7,0.3
187,"Carr, Austin",NOR,WR,2.2,0.6,1.1,1.9,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,85.4,81.5,0.,0.,0.2
188,"Kemp, Marcus",KCC,WR,1.9,0.3,0.2,1.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,35.,0.,0.3,0.1
189,"Ratley, Damion",CLE,WR,16.5,1.1,0.1,1.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.5,0.,12.1,89.6,0.,0.5,0.1
190,"Slater, Matt",NEP,WR,0.7,0.,0.,0.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
191,"Fountain, Daurice",FA,WR,2.1,0.,0.1,0.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,53.9,49.7,0.,0.,0.
192,"Davis, Geremy",LAC,WR,6.,1.8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-1.4,0.,6.3,30.9,0.,1.8,-0.1
193,"Smith, Tre'Quan",NOR,WR,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4,0.,0.9,0.,-1.7
194,"Diarse, John",FA,WR,8.6,0.7,0.8,0.8,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,37.8,26.3,0.9,0.7,-1.8
195,"McKenzie, Isaiah",FA,WR,11.1,1.2,1.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,31.4,30.3,1.3,1.2,-2.4
