Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
48,"Schaub, Matt",ATL,MIA,QB,1.1,0.5,5.2,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.3,-0.2,0.,0.,0.2,0.3
49,"Mallett, Ryan",BAL,CHI,QB,1.6,0.9,7.9,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.7,-0.8,0.,0.,0.1,0.2
50,"Hundley, Brett",GBP,@MIN,QB,1.2,0.2,1.7,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.5,1.1,0.,0.,0.,0.1
51,"Mannion, Sean",LAR,@JAC,QB,2.1,1.3,7.7,0.,0.,0.,0.,0.,0.,0.,0.2,0.,0.2,-0.2,0.,0.,0.4,0.1
52,"Stanton, Drew",ARZ,TBB,QB,3.3,1.4,12.4,0.,0.,0.,0.,0.,0.,0.,0.4,0.1,0.9,-0.9,0.,0.,0.3,0.1
53,"Hogan, Kevin",CLE,@HOU,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,0.3,0.,0.,0.,0.
54,"Brissett, Jacoby",IND,@TEN,QB,0.,0.,0.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.
55,"Daniel, Chase",NOR,DET,QB,0.2,0.1,0.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,-0.1,0.,0.,0.,0.
56,"Sanchez, Mark",CHI,@BAL,QB,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
57,"Jones, Cardale",LAC,@OAK,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,-0.1,0.,0.,0.,0.
58,"Mahomes, Patrick",KCC,PIT,QB,0.1,0.1,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,-0.3,0.,0.,0.,0.
59,"Garoppolo, Jimmy",NEP,@NYJ,QB,0.7,0.2,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.7,-0.7,0.,0.,0.2,0.
60,"Henne, Chad",JAC,LAR,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,-0.5,0.,0.,0.,-0.1
